,state,job_title,company,job_description,avg
195,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
196,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
197,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
198,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
199,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
200,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
201,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
202,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
203,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
204,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
205,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
206,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
207,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
208,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
209,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
211,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
213,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
215,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
